zip_code,year,agi_amt_avg,salary_avg,taxable_interest_avg,mortgage_amt_avg,prop_tax_avg,taxable_income_avg,earned_income_credit_avg,excess_eaned_income_credit_avg,ordinary_dividends_avg,business_income_avg,net_capital_gain_avg,taxable_ira_dist_avg,pension_avg,unemployment_avg,social_security_avg,item_deduction_avg,charity_avg,state_local_income_tax_avg,state_local_sales_tax_avg,total_tax_credit_avg,balance_due_avg,refund_avg
0,2011,49.6165361681223,43.55018596958194,1.8919231218600303,8.96385624740679,2.41149060038812,44.1441153782775,2.33806078104844,2.31176259268006,5.0795500190538965,14.362473395546823,9.630208416641342,14.738431007534114,18.946391565590883,5.61801645734084,11.349412411098562,21.4231837054515,6.0777949585450894,6.75322856698304,2.1539413356703765,1.1264573708478574,4.066234521524472,2.8167807417533544
37010,2011,61.6196783349101,54.38215488215488,1.1378923766816142,10.328,2.21286370597243,50.3728620296465,2.16831683168317,2.23046875,3.9953161592505855,16.92722371967655,4.650704225352112,11.698630136986301,21.37979797979798,8.36036036036036,11.363636363636363,20.752808988764045,4.73826714801444,4.8307692307692305,2.393992932862191,1.2163406214039125,4.694235588972431,3.2413793103448274
37012,2011,36.922822491731,37.262872628726285,2.61875,7.06666666666667,0.849056603773585,29.1348484848485,2.20707070707071,2.29940119760479,1.233009708737864,8.376543209876543,0.7551020408163265,7.507936507936508,14.55421686746988,5.15,8.551401869158878,15.685483870967742,4.861702127659575,NaN,1.9541284403669725,1.1263940520446096,1.4424778761061947,2.7562254259501966
37013,2011,36.5047866805411,35.68572342963545,0.6467047848329822,7.88603417796111,1.63741366992141,27.3990299670882,2.39277629141799,2.36199883788495,2.248024582967515,8.096962065166064,1.5611510791366907,11.117354196301564,14.277602523659306,6.484005118362124,10.049920339883165,15.723842018196857,3.673571621987544,2.5596330275229358,1.8481113320079523,1.0240320427236316,2.006114872242848,2.8132168378070017
37014,2011,87.2482185273159,85.10802469135803,2.544776119402985,14.1578947368421,2.75404530744337,78.4780141843972,1.64102564102564,1.67857142857143,3.897119341563786,22.02051282051282,8.322274881516588,14.61320754716981,21.22099447513812,8.584905660377359,11.526717557251908,25.299703264094955,6.631205673758865,2.761904761904762,2.580204778156997,1.0745762711864406,4.990049751243781,2.8605042016806723
37015,2011,41.5045362903226,38.48487557741022,1.2502383222116302,8.12375859434683,1.52439912600146,33.1038480927575,2.25125628140704,2.16956802063185,1.7419354838709677,11.476401179941004,3.7508591065292096,11.565573770491802,16.41928414901388,6.584144645340751,9.69122807017544,17.551125401929262,4.4440263405456255,4.571428571428571,1.8352402745995424,1.1533442088091355,3.2534246575342465,2.68628912071535
37016,2011,47.0208877284595,41.22475570032573,0.875,10.0714285714286,1.68354430379747,38.2147651006711,1.98717948717949,1.92647058823529,1.8035714285714286,7.418918918918919,0.5,8.794117647058824,18.771084337349397,5.026315789473684,10.163636363636364,20.764705882352942,3.4545454545454546,NaN,1.7777777777777777,1.1160714285714286,2.056338028169014,2.4849498327759196
37018,2011,41.7910447761194,33.391910739191076,0.8210116731517509,9.96,1.69230769230769,37.0363951473137,1.94142259414226,1.88571428571429,1.3333333333333333,10.52662721893491,1.4166666666666667,8.383333333333333,19.694444444444443,5.238636363636363,10.307692307692308,20.485714285714284,4.3,NaN,2.0793650793650795,1.0568720379146919,2.209090909090909,2.466206896551724
37019,2011,35.7772511848341,33.63305322128851,0.8217054263565892,7.89473684210526,1.36363636363636,29.1879194630872,1.97058823529412,2.06741573033708,0.4,7.101694915254237,3.0294117647058822,6.566666666666666,11.315068493150685,5.0588235294117645,8.085106382978724,14.638297872340425,1.5151515151515151,NaN,1.25,0.9553571428571429,1.3653846153846154,2.47008547008547
37020,2011,46.8946594806467,42.008665511265164,1.511111111111111,8.84691358024691,1.5,37.5926395939086,2.25,2.22777777777778,1.7479338842975207,11.976190476190476,4.452261306532663,13.869565217391305,18.1510989010989,5.584615384615384,10.904109589041095,19.037815126050422,4.8,NaN,2,1.2493261455525606,3.237785016286645,2.7194244604316546
37022,2011,38.5565830030823,37.36791953414505,1.4040697674418605,8.37647058823529,1.20435967302452,31.3032178217822,2.25340136054422,2.2315369261477,1.2222222222222223,11.741496598639456,3.818604651162791,11.878787878787879,13.635204081632653,5.326359832635983,8.307017543859649,17.39408866995074,3.7992831541218637,3.0294117647058822,1.6716867469879517,1.1418234442836468,2.7724137931034485,2.746701846965699
37023,2011,38.0214592274678,35.41891891891892,1.2475247524752475,6.90243902439024,1.15909090909091,30.55,2.48837209302326,2.48717948717949,0.44,5.604395604395604,0.9574468085106383,6.257142857142857,19.53012048192771,6.261904761904762,9.652173913043478,17.39,3.9558823529411766,NaN,1.988235294117647,1.077294685990338,1.5,2.82793867120954
37025,2011,39.7164468580295,36.99863945578231,1.0080645161290323,8.21114369501466,1.30555555555556,32.1752797016516,2.32352941176471,2.26405451448041,1.4215686274509804,10.922246220302377,1.9221556886227544,11.518987341772151,14.374149659863946,5.175438596491228,9.443609022556391,17.85308056872038,3.8442028985507246,2.0454545454545454,1.7971428571428572,1.0728476821192052,2.526315789473684,2.628597957288765
