,zip_code,agi_range,return_count,exemption_count,dependent_count,agi_amt,salary_wages_count,salary_wages_amt,taxable_interest_count,taxable_interest_amt,ordinary_dividends_count,ordinary_dividends_amt,business_income_count,business_income_amt,farm_income_count,net_capital_gain_count,net_capital_gain_amt,taxable_IRA_dist_count,taxable_IRA_dist_amt,pension_income_count,pension_income_amt,unemployment_count,unemployment_amt,social_security_count,social_security_amt,item_deduc_count,item_deduc_amt,charitable_contribution_count,charitable_contribution_amt,mortgage_int_count,mortgage_int_amt,property_tax_count,property_tax_amt,state_local_income_tax_count,state_local_income_tax_amt,state_local_sales_tax_count,state_local_sales_tax_amt,taxable_income_count,taxable_income_amt,tot_tax_credit_count,tot_tax_credit_amt,earned_income_credit_count,earned_income_credit_amt,excess_eaned_income_credit_count,excess_eaned_income_credit_amt,tax_liability_count,tax_liability_amt,balance_due_count,balance_due_amt,refund_count,refund_amt,paid_prep_count,year,agi_amt_avg,salary_avg,mortgage_amt_avg,prop_tax_avg,taxable_income_avg,earned_income_credit_avg,excess_eaned_income_credit_avg
1,0,Total,2858014,5813439,2025579,141804755,2401468,104584378,855900,1619297,388372,1972755,488640,7018079,65912,312595,3010355,227764,3356884,518258,9819119,230900,1297200,327610,3718181,678951,14545292,550357,3344957,539872,4839335,599812,1446441,51416,347224,556829,1199377,2093635,92421665,888758,1001148,676757,1582299,601262,1389975,2017184,16999906,400637,1629084,2349622,6618370,1505621,2011,49.6165361681223,43.5501859695819,8.96385624740679,2.41149060038812,44.1441153782775,2.33806078104844,2.31176259268006
2,0,"$1 under $25,000",1288959,2084021,760807,16211490,1011769,12269768,202161,233138,80402,152042,220601,1444136,16874,64324,3517,60481,350180,152085,1319221,118555,692294,43176,71826,70906,1044323,45526,108555,42295,281859,52071,87443,3275,3027,55375,62995,553609,3207471,171929,61897,515241,1297433,468221,1150129,597958,499429,94495,68235,1130295,2593531,658312,2011,12.5771960163201,12.1270448096354,6.66412105449817,1.67930325901173,5.79374793401119,2.51810900141875,2.45638064076579
3,0,"$25,000 under $50,000",711352,1509938,550632,25522363,626674,20961131,183517,209331,70369,190414,94912,737709,15725,53501,61270,52921,492147,133388,2063503,59327,324682,114168,673187,150950,2280623,108631,348331,112806,755416,123022,193173,7836,13024,120096,195109,684486,13004769,311198,276620,161516,284866,133041,239846,575873,1468087,83978,129903,617136,1753890,366117,2011,35.8786690696027,33.4482218825099,6.69659415279329,1.5702313407358,18.9993206581289,1.7637014289606,1.80279763381213
4,0,"$50,000 under $75,000",363937,864082,270883,22321918,322642,17681526,153103,179155,62671,180342,62215,621868,12464,48084,67615,40652,518766,92518,1952283,28141,148377,73501,1023771,139543,2405377,111337,438960,114546,872277,124306,217322,8453,20365,115660,206506,362416,14426347,167551,248748,0,0,0,0,351527,1897578,71002,158736,285128,837920,197248,2011,61.3345661474376,54.8023072011703,7.61508040437903,1.74828246424147,39.8060433314202,NA,NA
5,0,"$75,000 under $100,000",208019,546848,170698,17943707,185678,13978066,112231,144504,50728,153926,39788,522672,8457,39291,86738,28826,501101,60313,1578011,13332,70559,44087,819515,105615,2053974,90057,429537,90835,786227,98399,199650,7436,24449,88945,188740,207668,12732579,102690,169495,0,0,0,0,206690,1802182,45820,137693,156185,535760,112209,2011,86.259942601397,75.2812180225983,8.65555127428854,2.02898403439059,61.3121857965599,NA,NA
6,0,"$100,000 under $200,000",220433,615190,202264,29097590,198633,22112935,148234,262265,81584,355959,49601,1295460,8917,66152,313700,34099,913406,65440,2245201,10293,55799,42117,888373,153579,3626229,139397,888515,133681,1392680,146300,402079,14233,72536,130044,354100,220216,22442280,106165,139129,0,0,0,0,219911,4093142,74606,383333,135906,568985,122846,2011,132.001968852214,111.325585376045,10.4179352338777,2.74831852358168,101.910306244778,NA,NA
7,0,"$200,000 or more",65314,193360,70295,30707687,56072,17580952,56654,590904,42618,940072,21523,2396234,3475,41243,2477515,10785,581284,14514,660900,1252,5489,10561,241509,58358,3134766,55409,1131059,45709,750876,55714,346774,10183,213823,46709,191927,65240,26608219,29225,105259,0,0,0,0,65225,7239488,30736,751184,24972,328284,48889,2011,470.154744771412,313.542445427308,16.4273119079394,6.22418063682378,407.851302881668,NA,NA
8,37010,Total,2114,4746,1636,130264,1782,96909,892,1015,427,1706,371,6280,149,355,1651,146,1708,495,10583,111,928,253,2875,712,14776,554,2625,625,6455,653,1445,65,314,566,1355,1754,88354,869,1057,303,657,256,571,1648,15420,399,1873,1624,5264,1058,2011,61.6196783349101,54.3821548821549,10.328,2.21286370597243,50.3728620296465,2.16831683168317,2.23046875
9,37010,"$1 under $25,000",676,893,246,8185,498,5834,153,121,73,511,86,643,28,51,137,30,136,101,884,35,266,29,40,48,652,30,46,32,237,40,59,0,0,37,41,336,1979,102,37,195,466,168,406,331,281,77,62,543,1195,534,2011,12.1079881656805,11.714859437751,7.40625,1.475,5.88988095238095,2.38974358974359,2.41666666666667
10,37010,"$25,000 under $50,000",478,1056,372,17640,411,14016,157,146,64,207,76,627,29,58,347,29,289,96,1571,27,275,78,445,109,2050,72,250,89,715,91,177,27,68,85,123,458,8850,219,198,108,191,88,165,374,982,55,88,419,1355,0,2011,36.9037656903766,34.1021897810219,8.03370786516854,1.94505494505495,19.3231441048035,1.76851851851852,1.875
11,37010,"$50,000 under $75,000",330,890,320,20524,293,16157,161,130,75,337,68,924,20,58,49,41,557,83,1808,26,193,54,730,138,2360,97,334,125,1136,126,228,0,0,104,215,330,12786,182,287,0,0,0,0,315,1573,64,185,261,844,176,2011,62.1939393939394,55.1433447098976,9.088,1.80952380952381,38.7454545454545,NA,NA
12,37010,"$75,000 under $100,000",262,772,279,22804,242,19126,149,112,83,110,59,976,25,74,335,0,0,79,1952,23,194,36,586,136,2508,111,405,126,1289,128,274,0,0,116,258,262,16009,166,283,0,0,0,0,261,2218,56,234,199,958,142,2011,87.0381679389313,79.0330578512397,10.2301587301587,2.140625,61.1030534351145,NA,NA
13,37010,"$100,000 under $200,000",308,939,338,40620,287,30841,225,280,101,364,82,3110,47,83,398,46,726,116,3814,0,0,56,1074,227,5402,194,1099,206,2423,217,512,38,246,181,550,308,30829,166,232,0,0,0,0,307,5550,116,799,202,912,160,2011,131.883116883117,107.459930313589,11.7621359223301,2.35944700460829,100.094155844156,NA,NA
14,37010,"$200,000 or more",60,196,81,20491,51,10935,47,226,31,177,0,0,0,31,385,0,0,20,554,0,0,0,0,54,1804,50,491,47,655,51,195,0,0,43,168,60,17901,34,20,0,0,0,0,60,4816,31,505,0,0,46,2011,341.516666666667,214.411764705882,13.936170212766,3.82352941176471,298.35,NA,NA
15,37012,Total,907,1875,562,33489,738,27500,320,838,103,127,162,1357,122,98,74,63,473,166,2416,100,515,107,915,124,1945,94,457,90,636,106,90,0,0,109,213,660,19229,269,303,198,437,167,384,662,2614,113,163,763,2103,597,2011,36.922822491731,37.2628726287263,7.06666666666667,0.849056603773585,29.1348484848485,2.20707070707071,2.29940119760479
16,37012,"$1 under $25,000",410,661,191,5067,283,3408,113,522,30,65,80,477,37,33,9,21,132,57,513,51,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,1038,50,17,141,330,126,295,204,157,40,28,344,750,255,2011,12.3585365853659,12.0424028268551,NA,NA,6.07017543859649,2.34042553191489,2.34126984126984
17,37012,"$25,000 under $50,000",248,546,169,8998,217,7183,88,139,50,56,37,354,34,25,44,42,341,54,815,27,128,66,307,51,628,50,142,50,344,60,51,0,0,62,95,240,4547,94,86,57,107,41,89,210,499,27,37,218,630,165,2011,36.2822580645161,33.1013824884793,6.88,0.85,18.9458333333333,1.87719298245614,2.17073170731707
18,37012,"$50,000 under $75,000",141,374,115,8717,137,7814,56,66,0,0,25,46,20,40,21,0,0,30,497,22,64,41,608,21,385,0,0,0,0,0,0,0,0,0,0,141,5634,69,110,0,0,0,0,140,678,24,43,117,394,96,2011,61.822695035461,57.036496350365,NA,NA,39.9574468085106,NA,NA
19,37012,"$75,000 under $100,000",69,202,87,5824,64,4829,36,98,23,6,20,480,31,0,0,0,0,25,591,0,0,0,0,32,618,44,315,40,292,46,39,0,0,47,118,69,4020,56,90,0,0,0,0,69,544,22,55,55,198,50,2011,84.4057971014493,75.453125,7.3,0.847826086956522,58.2608695652174,NA,NA
20,37012,"$100,000 under $200,000",39,92,0,4883,37,4266,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,314,0,0,0,0,0,0,0,0,0,0,39,3990,0,0,0,0,0,0,39,736,0,0,29,131,31,2011,125.205128205128,115.297297297297,NA,NA,102.307692307692,NA,NA
21,37012,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
22,37013,Total,38440,80132,32713,1403244,34371,1226554,6646,4298,2278,5121,6353,51440,54,1668,2604,1406,15631,4121,58838,3126,20269,1883,18924,9672,152081,7386,27133,8485,66913,8398,13751,327,837,7545,13944,28865,790873,13482,13806,9718,23253,8605,20325,26156,111921,4579,9186,33306,93697,16178,2011,36.5047866805411,35.6857234296355,7.88603417796111,1.63741366992141,27.3990299670882,2.39277629141799,2.36199883788495
23,37013,"$1 under $25,000",16923,30012,12496,230242,13906,186351,1488,1112,470,1145,3317,23766,0,391,209,374,2038,1040,8049,1617,11192,297,575,1162,14054,690,1309,888,6208,875,1258,36,35,830,940,7890,49331,3239,1385,6835,18101,6198,15965,7906,7369,1464,1109,15057,37683,7506,2011,13.6052709330497,13.4007622608946,6.99099099099099,1.43771428571429,6.25234474017744,2.64828090709583,2.57583091319781
24,37013,"$25,000 under $50,000",12795,28823,13100,456217,12106,415249,2007,1254,612,1821,1502,12066,30,412,497,401,3248,1316,15963,880,5568,689,4120,3415,45473,2408,6259,2885,20296,2821,4119,98,159,2566,4299,12264,232780,6193,5851,2883,5152,2407,4360,9740,25546,1349,1937,11387,33946,4954,2011,35.6558812035952,34.3010903684124,7.03500866551127,1.46012052463665,18.9807566862361,1.78702740201179,1.81138346489406
25,37013,"$50,000 under $75,000",4740,10826,3752,288754,4534,259247,1396,581,487,957,751,4988,0,357,161,275,3256,819,13249,351,2030,447,5920,2442,38091,1957,6528,2231,17591,2193,3477,80,171,1942,3617,4730,188583,2177,3467,0,0,0,0,4544,24897,790,1683,3921,11646,1949,2011,60.9185654008439,57.1784296426996,7.88480502017033,1.58549931600547,39.86955602537,NA,NA
26,37013,"$75,000 under $100,000",2251,5742,1804,193481,2167,171831,852,456,321,401,435,3416,24,226,320,189,2864,500,9350,165,816,255,4382,1370,25261,1171,5071,1280,11298,1281,2244,42,142,1122,2264,2250,137322,1107,1945,0,0,0,0,2236,19571,421,1176,1807,5861,935,2011,85.9533540648601,79.2944162436548,8.8265625,1.75175644028103,61.032,NA,NA
27,37013,"$100,000 under $200,000",1620,4431,1460,201316,1556,172774,829,769,343,655,319,5735,0,238,968,167,4225,415,10852,113,663,195,3927,1196,25941,1081,6842,1123,10666,1147,2389,71,330,1010,2516,1620,154228,730,1132,0,0,0,0,1619,27205,492,2406,1093,4157,765,2011,124.269135802469,111.037275064267,9.49777382012467,2.08282476024412,95.2024691358025,NA,NA
28,37013,"$200,000 or more",111,298,101,33234,102,21102,74,126,45,142,29,1469,0,44,449,0,0,31,1375,0,0,0,0,87,3261,79,1124,78,854,81,264,0,0,75,308,111,28629,36,26,0,0,0,0,111,7333,63,875,41,404,69,2011,299.405405405405,206.882352941176,10.9487179487179,3.25925925925926,257.918918918919,NA,NA
29,37014,Total,842,1728,505,73463,648,55150,402,1023,243,947,195,4294,39,211,1756,106,1549,181,3841,53,455,131,1510,337,8526,282,1870,266,3766,309,851,21,58,293,756,705,55327,295,317,78,128,56,94,682,12258,201,1003,595,1702,431,2011,87.2482185273159,85.108024691358,14.1578947368421,2.75404530744337,78.4780141843972,1.64102564102564,1.67857142857143
30,37014,"$1 under $25,000",287,315,49,3567,173,2001,87,490,44,283,48,280,0,33,-8,39,402,36,332,33,340,27,51,26,491,0,0,0,0,22,39,0,0,22,17,161,1022,47,21,53,87,56,94,156,140,37,42,227,408,106,2011,12.4285714285714,11.5664739884393,NA,1.77272727272727,6.34782608695652,1.64150943396226,1.67857142857143
31,37014,"$25,000 under $50,000",152,308,99,5592,118,3879,48,63,36,148,36,531,0,28,-19,0,0,36,550,0,0,28,167,43,665,39,130,43,413,36,74,21,58,32,49,143,2971,56,49,25,41,0,0,131,394,29,30,118,331,72,2011,36.7894736842105,32.8728813559322,9.6046511627907,2.05555555555556,20.7762237762238,1.64,NA
32,37014,"$50,000 under $75,000",110,256,72,6780,92,4490,53,92,27,103,48,839,39,22,-8,32,480,38,897,20,115,28,425,48,1015,37,197,33,386,38,66,0,0,41,87,108,4175,48,69,0,0,0,0,105,558,25,62,82,225,67,2011,61.6363636363636,48.804347826087,11.6969696969697,1.73684210526316,38.6574074074074,NA,NA
33,37014,"$75,000 under $100,000",91,274,102,7929,78,5676,54,70,28,24,0,0,0,29,-41,0,0,26,690,0,0,26,498,51,1058,47,234,42,460,48,97,0,0,44,93,91,5378,52,94,0,0,0,0,89,724,26,67,61,197,50,2011,87.1318681318681,72.7692307692308,10.952380952381,2.02083333333333,59.0989010989011,NA,NA
34,37014,"$100,000 under $200,000",129,348,101,17758,119,13838,91,174,60,179,35,822,0,50,152,35,667,45,1372,0,0,22,369,102,2717,96,541,87,1323,99,305,0,0,92,261,129,13437,60,69,0,0,0,0,128,2503,46,252,77,308,80,2011,137.658914728682,116.285714285714,15.2068965517241,3.08080808080808,104.162790697674,NA,NA
35,37014,"$200,000 or more",73,227,82,31837,68,25266,69,134,48,210,28,1822,0,49,1680,0,0,0,0,0,0,0,0,67,2580,63,768,61,1184,66,270,0,0,62,249,73,28344,32,15,0,0,0,0,73,7939,38,550,30,233,56,2011,436.123287671233,371.558823529412,19.4098360655738,4.09090909090909,388.27397260274,NA,NA
36,37015,Total,7936,16908,6107,329380,6711,258272,2098,2623,682,1188,1356,15562,219,582,2183,488,5644,1369,22478,719,4734,855,8286,1555,27292,1063,4724,1309,10634,1373,2093,49,224,1311,2406,5951,197001,2452,2828,1791,4032,1551,3365,5803,29757,1022,3325,6710,18025,4366,2011,41.5045362903226,38.4848755774102,8.12375859434683,1.52439912600146,33.1038480927575,2.25125628140704,2.16956802063185
37,37015,"$1 under $25,000",3299,5403,1877,41627,2493,29943,505,541,146,191,622,4519,45,128,55,149,857,412,3643,350,2381,134,275,172,2469,90,239,109,734,127,207,0,0,145,129,1412,8557,398,150,1282,3117,1132,2623,1675,1459,262,180,2899,6177,1797,2011,12.6180660806305,12.0108303249097,6.73394495412844,1.62992125984252,6.06019830028329,2.43135725429017,2.31713780918728
38,37015,"$25,000 under $50,000",2365,5395,2206,85529,2121,72546,554,510,155,223,321,3192,60,143,452,125,915,382,5438,199,1360,319,1742,441,5943,261,680,364,2416,377,437,25,57,360,475,2273,43514,997,854,509,915,419,742,1914,5028,252,357,2094,6035,1275,2011,36.1644820295983,34.2036775106082,6.63736263736264,1.15915119363395,19.1438627364716,1.79764243614931,1.7708830548926
39,37015,"$50,000 under $75,000",1187,3109,1069,72951,1097,60854,436,390,140,276,196,2291,40,102,226,103,1254,267,4682,105,604,215,2771,388,6596,262,780,343,2571,350,477,0,0,327,585,1182,46596,552,915,0,0,0,0,1133,5875,208,514,967,2882,664,2011,61.458298230834,55.4731084776664,7.49562682215743,1.36285714285714,39.4213197969543,NA,NA
40,37015,"$75,000 under $100,000",591,1622,527,50954,549,41789,284,259,102,222,106,1865,35,93,88,49,719,155,3500,37,239,105,1810,255,4373,190,783,225,2052,232,378,24,167,216,443,590,36660,286,509,0,0,0,0,589,5207,120,461,457,1603,320,2011,86.2165820642978,76.1183970856102,9.12,1.62931034482759,62.135593220339,NA,NA
41,37015,"$100,000 under $200,000",440,1235,390,55173,401,42695,271,614,108,153,91,2696,39,88,444,62,1899,153,5215,28,150,82,1688,261,5995,223,1280,242,2545,249,468,0,0,230,657,440,42508,219,400,0,0,0,0,438,7600,151,876,293,1328,265,2011,125.393181818182,106.471321695761,10.5165289256198,1.87951807228916,96.6090909090909,NA,NA
42,37015,"$200,000 or more",54,144,38,23146,50,10445,48,309,31,123,20,999,0,28,918,0,0,0,0,0,0,0,0,38,1916,37,962,26,316,38,126,0,0,33,117,54,19166,0,0,0,0,0,0,54,4588,29,937,0,0,45,2011,428.62962962963,208.9,12.1538461538462,3.31578947368421,354.925925925926,NA,NA
43,37016,Total,383,765,215,18009,307,12656,136,119,56,101,74,549,74,52,26,34,299,83,1558,38,191,55,559,85,1765,66,228,70,705,79,133,0,0,72,128,298,11388,112,125,78,155,68,131,296,1636,71,146,299,743,274,2011,47.0208877284595,41.2247557003257,10.0714285714286,1.68354430379747,38.2147651006711,1.98717948717949,1.92647058823529
44,37016,"$1 under $25,000",144,220,63,1775,103,1187,27,40,0,0,24,197,0,20,6,0,0,27,274,38,191,0,0,28,481,0,0,21,185,24,31,0,0,27,36,65,350,0,0,56,116,68,131,75,60,37,24,114,241,98,2011,12.3263888888889,11.5242718446602,8.80952380952381,1.29166666666667,5.38461538461539,2.07142857142857,1.92647058823529
45,37016,"$25,000 under $50,000",112,228,63,3975,94,3212,38,48,0,0,22,222,39,0,0,34,299,20,311,0,0,26,119,0,0,0,0,0,0,0,0,0,0,0,0,107,2013,56,45,22,39,0,0,97,231,0,0,94,228,83,2011,35.4910714285714,34.1702127659574,NA,NA,18.8130841121495,1.77272727272727,NA
46,37016,"$50,000 under $75,000",86,210,59,5810,76,4702,43,10,56,101,28,130,35,32,20,0,0,36,973,0,0,29,440,28,471,40,107,23,171,27,32,0,0,22,38,85,3926,56,80,0,0,0,0,83,490,34,122,69,202,63,2011,67.5581395348837,61.8684210526316,7.43478260869565,1.18518518518519,46.1882352941176,NA,NA
47,37016,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
48,37016,"$100,000 under $200,000",41,107,30,6449,34,3555,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,813,26,121,26,349,28,70,0,0,23,54,41,5099,0,0,0,0,0,0,41,855,0,0,22,72,30,2011,157.292682926829,104.558823529412,13.4230769230769,2.5,124.365853658537,NA,NA
49,37016,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
50,37018,Total,871,1770,555,36400,717,23942,257,211,69,92,169,1779,70,72,102,60,503,144,2836,88,461,91,938,140,2868,100,430,100,996,117,198,0,0,126,262,577,21370,211,223,239,464,210,396,606,3522,110,243,725,1788,506,2011,41.7910447761194,33.3919107391911,9.96,1.69230769230769,37.0363951473137,1.94142259414226,1.88571428571429
51,37018,"$1 under $25,000",455,724,208,5268,337,3768,96,85,20,16,110,792,0,21,-4,0,0,51,398,54,330,0,0,0,0,21,50,23,147,0,0,0,0,0,0,173,983,37,14,197,378,173,320,224,179,56,42,389,768,251,2011,11.578021978022,11.1810089020772,6.39130434782609,NA,5.68208092485549,1.91878172588832,1.84971098265896
52,37018,"$25,000 under $50,000",180,409,144,6651,168,5704,46,29,22,22,0,0,45,22,31,40,243,24,428,34,131,38,183,44,773,0,0,0,0,28,23,0,0,39,50,169,3358,71,57,42,86,37,76,150,378,0,0,163,463,103,2011,36.95,33.9523809523809,NA,0.821428571428571,19.8698224852071,2.04761904761905,2.05405405405405
53,37018,"$50,000 under $75,000",121,319,105,7447,112,6110,41,13,0,0,29,263,0,0,0,0,0,47,932,0,0,28,326,34,649,24,54,26,252,31,42,0,0,32,51,120,4692,50,87,0,0,0,0,117,572,22,48,99,270,79,2011,61.5454545454545,54.5535714285714,9.69230769230769,1.35483870967742,39.1,NA,NA
54,37018,"$75,000 under $100,000",59,164,52,5234,54,4347,37,38,27,54,30,724,25,29,75,20,260,0,0,0,0,25,429,25,506,21,82,21,220,23,42,0,0,21,43,59,3734,29,44,0,0,0,0,59,499,32,153,45,157,34,2011,88.7118644067797,80.5,10.4761904761905,1.82608695652174,63.2881355932203,NA,NA
55,37018,"$100,000 under $200,000",56,154,46,11800,46,4013,37,46,0,0,0,0,0,0,0,0,0,22,1078,0,0,0,0,37,940,34,244,30,377,35,91,0,0,34,118,56,8603,24,21,0,0,0,0,56,1894,0,0,29,130,39,2011,210.714285714286,87.2391304347826,12.5666666666667,2.6,153.625,NA,NA
56,37018,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
57,37019,Total,422,857,277,15098,357,12007,129,106,50,20,59,419,38,34,103,30,197,73,826,51,258,47,380,47,688,33,50,38,300,44,60,0,0,36,45,298,8698,112,107,102,201,89,184,295,1212,52,71,351,867,252,2011,35.7772511848341,33.6330532212885,7.89473684210526,1.36363636363636,29.1879194630872,1.97058823529412,2.06741573033708
58,37019,"$1 under $25,000",195,317,107,2427,146,1748,40,51,25,10,33,209,0,0,0,0,0,48,527,30,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,454,0,0,76,156,66,143,92,77,30,30,161,344,116,2011,12.4461538461538,11.972602739726,NA,NA,6.05333333333333,2.05263157894737,2.16666666666667
59,37019,"$25,000 under $50,000",117,264,93,4155,109,3505,33,41,0,0,26,210,0,34,103,30,197,0,0,21,95,26,111,0,0,0,0,0,0,0,0,0,0,0,0,113,2074,67,45,26,45,23,41,94,229,0,0,106,273,62,2011,35.5128205128205,32.1559633027523,NA,NA,18.353982300885,1.73076923076923,1.78260869565217
60,37019,"$50,000 under $75,000",58,145,46,3510,56,2984,23,9,25,10,0,0,38,0,0,0,0,25,299,0,0,21,269,47,688,33,50,38,300,44,60,0,0,36,45,58,2315,45,62,0,0,0,0,57,299,22,41,48,130,36,2011,60.5172413793103,53.2857142857143,7.89473684210526,1.36363636363636,39.9137931034483,NA,NA
61,37019,"$75,000 under $100,000",52,131,31,5006,46,3770,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3855,0,0,0,0,0,0,52,607,0,0,36,120,38,2011,96.2692307692308,81.9565217391304,NA,NA,74.1346153846154,NA,NA
62,37019,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
63,37019,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
64,37020,Total,2041,4528,1596,95712,1731,72717,675,1020,242,423,378,4527,159,199,886,138,1914,364,6607,195,1089,219,2388,476,9062,360,1728,405,3583,424,636,0,0,402,804,1576,59246,742,927,420,945,360,802,1523,9464,307,994,1668,4536,1128,2011,46.8946594806467,42.0086655112652,8.84691358024691,1.5,37.5926395939086,2.25,2.22777777777778
65,37020,"$1 under $25,000",785,1224,394,9780,596,6978,167,190,61,141,149,1057,45,49,-15,38,188,97,1014,90,535,22,29,53,776,31,51,38,273,39,40,0,0,44,38,352,2083,87,26,275,680,242,587,395,356,79,68,665,1366,417,2011,12.4585987261146,11.7080536912752,7.18421052631579,1.02564102564103,5.91761363636364,2.47272727272727,2.42561983471074
66,37020,"$25,000 under $50,000",561,1280,465,20730,503,17134,159,153,49,60,98,1270,40,40,150,32,217,94,1273,55,306,80,452,121,1817,75,188,104,754,104,119,0,0,98,136,534,10267,258,239,145,265,118,215,454,1195,73,139,481,1378,311,2011,36.951871657754,34.0636182902584,7.25,1.14423076923077,19.2265917602996,1.82758620689655,1.82203389830508
67,37020,"$50,000 under $75,000",341,975,362,21061,307,17004,137,192,41,31,56,709,39,35,-2,47,949,84,1646,30,177,55,679,117,2119,95,429,101,826,107,146,0,0,92,160,336,12950,193,318,0,0,0,0,325,1596,59,129,280,835,186,2011,61.7624633431085,55.3876221498371,8.17821782178218,1.36448598130841,38.5416666666667,NA,NA
68,37020,"$75,000 under $100,000",175,537,204,15043,167,13222,84,83,27,18,32,415,0,20,8,0,0,35,597,20,71,24,393,66,1259,52,217,61,563,64,81,0,0,56,143,175,10555,106,215,0,0,0,0,173,1392,29,78,143,510,98,2011,85.96,79.1736526946108,9.22950819672131,1.265625,60.3142857142857,NA,NA
69,37020,"$100,000 under $200,000",158,464,171,20030,158,18379,128,402,64,173,43,1076,35,55,745,21,560,54,2077,0,0,38,835,119,3091,107,843,101,1167,110,250,0,0,112,327,158,15411,98,129,0,0,0,0,155,2669,67,580,99,447,116,2011,126.772151898734,116.322784810127,11.5544554455446,2.27272727272727,97.5379746835443,NA,NA
70,37020,"$200,000 or more",21,48,0,9068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7980,0,0,0,0,0,0,21,2256,0,0,0,0,0,2011,431.809523809524,NA,NA,NA,380,NA,NA
71,37022,Total,2271,4888,1633,87562,1889,70588,688,966,171,209,441,5178,210,215,821,132,1568,392,5345,239,1273,228,1894,406,7062,279,1060,340,2848,367,442,34,103,332,555,1616,50586,691,789,588,1325,501,1118,1633,7541,290,804,1895,5205,1368,2011,38.5565830030823,37.3679195341451,8.37647058823529,1.20435967302452,31.3032178217822,2.25340136054422,2.2315369261477
72,37022,"$1 under $25,000",1040,1761,564,12799,746,8945,214,350,52,85,218,1546,73,66,122,43,272,160,1217,107,558,42,69,56,679,31,108,31,190,43,44,0,0,51,48,405,2388,108,36,411,1001,361,841,527,457,99,79,870,1893,632,2011,12.3067307692308,11.9906166219839,6.12903225806452,1.02325581395349,5.8962962962963,2.43552311435523,2.32963988919668
73,37022,"$25,000 under $50,000",637,1490,530,22897,589,19493,180,185,35,68,111,1044,55,52,87,40,311,99,1400,79,399,102,535,101,1429,69,144,81,576,88,82,0,0,81,98,619,11001,291,237,177,324,140,277,529,1268,67,128,565,1688,373,2011,35.9450549450549,33.0950764006791,7.11111111111111,0.931818181818182,17.7722132471729,1.83050847457627,1.97857142857143
74,37022,"$50,000 under $75,000",297,813,280,18029,280,15779,133,91,36,16,48,175,35,36,115,21,226,68,1047,28,184,51,731,88,1456,52,201,82,628,81,84,0,0,73,118,296,11285,150,237,0,0,0,0,282,1333,39,57,256,806,182,2011,60.7037037037037,56.3535714285714,7.65853658536585,1.03703703703704,38.125,NA,NA
75,37022,"$75,000 under $100,000",175,482,148,14910,161,12558,87,92,22,23,35,477,22,28,71,28,759,37,895,25,132,33,559,80,1630,58,302,74,623,77,98,34,103,64,126,174,10583,86,146,0,0,0,0,173,1439,39,135,134,539,100,2011,85.2,78,8.41891891891892,1.27272727272727,60.8218390804598,NA,NA
76,37022,"$100,000 under $200,000",122,342,111,18927,113,13813,74,248,26,17,29,1936,25,33,426,0,0,28,786,0,0,0,0,81,1868,69,305,72,831,78,134,0,0,63,165,122,15329,56,133,0,0,0,0,122,3044,46,405,70,279,81,2011,155.139344262295,122.238938053097,11.5416666666667,1.71794871794872,125.647540983607,NA,NA
