,zip_code,agi_range,return_count,exemption_count,dependent_count,agi_amt,salary_wages_count,salary_wages_amt,taxable_interest_count,taxable_interest_amt,ordinary_dividends_count,ordinary_dividends_amt,business_income_count,business_income_amt,farm_income_count,net_capital_gain_count,net_capital_gain_amt,taxable_IRA_dist_count,taxable_IRA_dist_amt,pension_income_count,pension_income_amt,unemployment_count,unemployment_amt,social_security_count,social_security_amt,item_deduc_count,item_deduc_amt,charitable_contribution_count,charitable_contribution_amt,mortgage_int_count,mortgage_int_amt,property_tax_count,property_tax_amt,state_local_income_tax_count,state_local_income_tax_amt,state_local_sales_tax_count,state_local_sales_tax_amt,taxable_income_count,taxable_income_amt,tot_tax_credit_count,tot_tax_credit_amt,earned_income_credit_count,earned_income_credit_amt,excess_eaned_income_credit_count,excess_eaned_income_credit_amt,tax_liability_count,tax_liability_amt,balance_due_count,balance_due_amt,refund_count,refund_amt,paid_prep_count,year,agi_amt_avg,salary_avg,mortgage_amt_avg,prop_tax_avg,taxable_income_avg,earned_income_credit_avg,excess_eaned_income_credit_avg
2226,37853,"$200,000 or more",24,64,20,8665,21,4788,22,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1107,20,371,0,0,21,81,0,0,0,0,24,7309,0,0,0,0,0,0,24,1996,0,0,0,0,20,2011,361.041666666667,228,NA,3.85714285714286,304.541666666667,NA,NA
2227,37854,Total,5004,10270,3293,196491,4142,148769,1363,2272,461,1513,641,6478,100,349,636,369,4648,1159,21927,496,2579,747,7849,711,14012,524,2764,511,4361,624,1106,44,149,590,1282,3473,117121,1338,1292,1352,3138,1222,2770,3465,18166,552,1242,4289,11648,2686,2011,39.2667865707434,35.9171897633993,8.53424657534247,1.7724358974359,33.723293982148,2.32100591715976,2.26677577741408
2228,37854,"$1 under $25,000",2430,4123,1397,29882,1879,21797,372,458,126,171,352,2656,0,97,-5,126,661,384,3326,210,1252,113,160,87,1262,49,163,52,342,70,87,22,40,66,92,949,5255,236,60,1053,2577,970,2284,1120,892,141,101,2170,4814,1268,2011,12.2971193415638,11.6003193187866,6.57692307692308,1.24285714285714,5.53740779768177,2.44729344729345,2.35463917525773
2229,37854,"$25,000 under $50,000",1249,2721,882,44794,1064,35209,321,482,115,343,118,511,44,70,188,83,682,307,5259,152,783,300,1777,165,2904,103,361,97,678,127,185,0,0,130,195,1199,22184,518,419,299,561,252,486,1039,2488,130,146,1102,3162,673,2011,35.8638911128903,33.0911654135338,6.98969072164948,1.45669291338583,18.5020850708924,1.87625418060201,1.92857142857143
2230,37854,"$50,000 under $75,000",613,1555,482,37747,555,29664,250,362,66,147,65,321,22,49,14,58,623,195,4289,71,289,154,2182,143,2444,107,391,104,768,127,165,0,0,125,220,613,24428,279,390,0,0,0,0,594,3063,97,210,508,1563,357,2011,61.5774877650897,53.4486486486486,7.38461538461539,1.2992125984252,39.8499184339315,NA,NA
2231,37854,"$75,000 under $100,000",363,966,300,31290,330,25067,187,186,50,140,45,398,34,42,290,39,678,114,2996,40,138,82,1481,122,2191,97,392,101,838,114,167,0,0,109,251,363,22836,161,265,0,0,0,0,363,3210,68,207,289,1003,189,2011,86.198347107438,75.9606060606061,8.2970297029703,1.46491228070175,62.9090909090909,NA,NA
2232,37854,"$100,000 under $200,000",315,827,232,41548,285,29646,203,530,104,712,61,2592,0,71,95,63,2004,159,6057,23,117,98,2249,165,3853,140,878,135,1365,157,365,22,109,138,417,315,32888,144,158,0,0,0,0,315,5999,116,578,220,1106,178,2011,131.898412698413,104.021052631579,10.1111111111111,2.32484076433121,104.406349206349,NA,NA
2233,37854,"$200,000 or more",34,78,0,11230,29,7386,30,254,0,0,0,0,0,20,54,0,0,0,0,0,0,0,0,29,1358,28,579,22,370,29,137,0,0,22,107,34,9530,0,0,0,0,0,0,34,2514,0,0,0,0,21,2011,330.294117647059,254.689655172414,16.8181818181818,4.72413793103448,280.294117647059,NA,NA
2234,37857,Total,8103,16980,5465,294626,6583,222752,2615,3351,740,2030,1237,13168,474,752,3294,754,9273,1783,28393,857,3972,1080,10017,989,18180,703,3208,738,5466,846,1322,56,215,836,1644,5479,167742,2386,2333,2358,5423,2078,4706,5526,25264,823,2061,7013,19596,4845,2011,36.3601135381957,33.8374601245633,7.40650406504065,1.56264775413712,30.6154407738638,2.29983036471586,2.26467757459095
2235,37857,"$1 under $25,000",4091,7109,2305,50854,3018,34713,840,962,210,330,688,4958,157,245,-11,276,2021,680,6056,445,2190,193,279,126,1777,72,185,69,421,92,109,0,0,103,162,1544,8549,420,119,1807,4371,1635,3786,1931,1533,275,147,3622,8116,2391,2011,12.4307015399658,11.5019880715706,6.10144927536232,1.18478260869565,5.5369170984456,2.41892639734366,2.31559633027523
2236,37857,"$25,000 under $50,000",2042,4655,1562,73553,1786,58618,659,671,161,257,261,1561,131,174,81,190,2182,478,7480,242,1018,450,2458,260,4208,156,511,183,1200,212,239,0,0,209,286,1971,35553,952,770,551,1052,443,920,1654,3838,186,273,1828,5663,1214,2011,36.0200783545544,32.8208286674132,6.55737704918033,1.12735849056604,18.0380517503805,1.90925589836661,2.07674943566591
2237,37857,"$50,000 under $75,000",1059,2704,819,64354,960,52398,492,522,131,308,137,1205,87,126,197,126,1680,290,5264,120,479,223,3075,225,4113,157,632,168,1093,186,260,36,92,200,347,1054,41185,554,738,0,0,0,0,1033,5099,151,307,899,2845,650,2011,60.7686496694995,54.58125,6.50595238095238,1.39784946236559,39.0749525616698,NA,NA
2238,37857,"$75,000 under $100,000",550,1515,470,47037,492,36755,344,664,113,287,78,341,48,89,945,91,1333,192,4678,50,285,126,2281,188,3532,151,645,162,1296,178,256,0,0,160,381,549,33779,289,477,0,0,0,0,547,4419,90,171,445,1771,326,2011,85.5218181818182,74.7052845528455,8,1.43820224719101,61.528233151184,NA,NA
2239,37857,"$100,000 under $200,000",314,871,271,40265,287,29738,241,366,97,543,73,5103,51,92,714,71,2057,123,3789,0,0,88,1924,156,3325,137,718,130,1120,146,332,20,123,133,358,314,31948,148,210,0,0,0,0,314,5767,97,646,219,1201,225,2011,128.232484076433,103.616724738676,8.61538461538461,2.27397260273973,101.745222929936,NA,NA
2240,37857,"$200,000 or more",47,126,38,18563,40,10530,39,166,28,305,0,0,0,26,1368,0,0,20,1126,0,0,0,0,34,1225,30,517,26,336,32,126,0,0,31,110,47,16728,23,19,0,0,0,0,47,4608,24,517,0,0,39,2011,394.957446808511,263.25,12.9230769230769,3.9375,355.914893617021,NA,NA
2241,37860,Total,1873,3935,1317,75723,1633,61216,497,424,165,266,244,2064,90,148,17,126,1361,355,5234,218,1275,203,1994,340,5867,229,862,289,2313,305,282,0,0,296,610,1398,44842,649,724,432,873,377,774,1324,6397,179,579,1635,4338,1198,2011,40.4287239722371,37.4868340477649,8.00346020761246,0.924590163934426,32.0758226037196,2.02083333333333,2.05305039787798
2242,37860,"$1 under $25,000",804,1214,369,9619,646,7225,121,103,34,45,99,708,23,33,-12,32,160,120,1042,106,626,0,0,36,423,22,37,23,139,28,22,0,0,32,39,344,1873,85,27,308,667,274,592,361,273,40,24,723,1414,482,2011,11.9639303482587,11.1842105263158,6.04347826086957,0.785714285714286,5.44476744186047,2.16558441558442,2.16058394160584
2243,37860,"$25,000 under $50,000",514,1145,413,18865,463,15656,131,159,45,146,64,296,41,40,-25,34,292,113,1618,67,433,120,570,84,1112,47,137,69,422,72,50,0,0,71,101,501,9640,255,213,124,206,103,182,422,1007,41,44,465,1391,342,2011,36.7023346303502,33.8142548596112,6.11594202898551,0.694444444444444,19.2415169660679,1.66129032258065,1.76699029126214
2244,37860,"$50,000 under $75,000",282,795,279,17400,269,15028,105,74,34,14,45,363,0,27,-2,24,220,58,937,45,216,39,532,87,1493,56,157,81,700,80,77,0,0,75,156,282,10822,160,262,0,0,0,0,270,1284,37,75,240,742,190,2011,61.7021276595745,55.8661710037175,8.64197530864197,0.9625,38.3758865248227,NA,NA
2245,37860,"$75,000 under $100,000",169,486,162,14475,161,12361,77,38,24,24,36,697,26,22,-4,36,689,39,787,0,0,44,892,69,1379,52,228,63,516,66,64,0,0,62,154,167,10155,97,156,0,0,0,0,167,1339,25,91,142,529,113,2011,85.6508875739645,76.7763975155279,8.19047619047619,0.96969696969697,60.8083832335329,NA,NA
2246,37860,"$100,000 under $200,000",104,295,94,15364,94,10946,63,50,28,37,0,0,0,26,60,0,0,25,850,0,0,0,0,64,1460,52,303,53,536,59,69,0,0,56,160,104,12352,52,66,0,0,0,0,104,2494,36,345,65,262,71,2011,147.730769230769,116.446808510638,10.1132075471698,1.16949152542373,118.769230769231,NA,NA
2247,37860,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
2248,37861,Total,3161,6848,2191,125506,2595,93539,1107,1290,301,911,533,5630,353,325,793,221,2873,710,12279,354,2082,420,4040,457,8949,304,1334,350,2953,399,621,37,134,394,802,2186,73712,868,956,822,1876,721,1611,2240,11459,353,915,2676,7390,2136,2011,39.7045238848466,36.0458574181118,8.43714285714286,1.55639097744361,33.7200365965233,2.28223844282238,2.23439667128988
2249,37861,"$1 under $25,000",1472,2696,934,18486,1078,12726,324,265,78,236,252,1777,117,96,83,76,468,251,2064,167,1040,57,99,57,960,26,55,38,300,44,51,0,0,52,48,540,3074,122,34,623,1504,561,1300,683,566,110,68,1266,2856,986,2011,12.5584239130435,11.8051948051948,7.89473684210526,1.15909090909091,5.69259259259259,2.41412520064205,2.31729055258467
2250,37861,"$25,000 under $50,000",811,1843,598,29161,726,23748,294,284,74,155,120,883,90,68,128,54,597,186,2500,98,513,168,858,112,1755,63,188,77,527,95,117,0,0,99,135,769,14176,339,290,199,372,160,311,687,1608,68,113,730,2105,551,2011,35.9568434032059,32.7107438016529,6.84415584415584,1.23157894736842,18.4343302990897,1.86934673366834,1.94375
2251,37861,"$50,000 under $75,000",482,1233,347,29706,437,23645,228,250,61,145,72,603,74,68,76,44,651,141,2889,53,305,104,1400,111,1924,72,272,87,673,99,132,0,0,91,188,481,19126,226,330,0,0,0,0,476,2373,76,145,397,1196,317,2011,61.6307053941909,54.1075514874142,7.73563218390805,1.33333333333333,39.7629937629938,NA,NA
2252,37861,"$75,000 under $100,000",221,626,201,18984,199,14826,129,139,34,66,48,265,39,41,180,47,1157,70,2028,36,224,47,745,74,1435,58,295,63,508,68,101,37,134,68,169,221,13538,111,197,0,0,0,0,219,1777,39,125,178,694,151,2011,85.9004524886878,74.5025125628141,8.06349206349206,1.48529411764706,61.2579185520362,NA,NA
2253,37861,"$100,000 under $200,000",147,387,111,18600,133,12936,108,202,54,309,41,2102,33,52,326,0,0,62,2798,0,0,44,938,83,1812,65,373,85,945,93,220,0,0,84,262,147,14624,70,105,0,0,0,0,147,2654,60,464,105,539,108,2011,126.530612244898,97.2631578947368,11.1176470588235,2.36559139784946,99.4829931972789,NA,NA
2254,37861,"$200,000 or more",28,63,0,10569,22,5658,24,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1063,20,151,0,0,0,0,0,0,0,0,28,9174,0,0,0,0,0,0,28,2481,0,0,0,0,23,2011,377.464285714286,257.181818181818,NA,NA,327.642857142857,NA,NA
2255,37862,Total,9751,19686,6840,364342,8127,241535,2887,6411,1078,4520,1579,18767,73,902,6778,788,10633,1618,31876,1159,5005,1162,12543,1683,35210,1312,7311,1276,12376,1432,2251,107,686,1395,2652,6505,211168,2370,2563,2321,5113,1981,4474,6284,36870,1281,4687,8019,19348,5896,2011,37.3645779920008,29.7200689061154,9.69905956112853,1.57192737430168,32.4624135280553,2.20292977165015,2.25845532559313
2256,37862,"$1 under $25,000",5488,9370,3424,71236,4524,56383,935,934,302,419,778,5419,0,243,-77,238,1378,525,4425,687,2906,157,266,311,4514,198,451,191,1551,221,251,0,0,247,240,2409,14273,659,297,1888,4320,1639,3845,2488,2063,403,294,4821,9615,3139,2011,12.9803206997085,12.4630857648099,8.12041884816754,1.13574660633484,5.92486508924865,2.28813559322034,2.34594264795607
2257,37862,"$25,000 under $50,000",2247,5172,1918,79081,1928,60766,694,1003,244,795,359,3183,46,197,456,199,1961,446,7236,282,1242,424,2325,396,6357,284,885,310,2436,331,348,29,57,328,431,2089,37665,818,673,433,793,342,629,1823,4433,297,476,1898,5018,1361,2011,35.1940364931019,31.5176348547718,7.85806451612903,1.05135951661631,18.0301579703207,1.83140877598152,1.83918128654971
2258,37862,"$50,000 under $75,000",955,2463,778,58176,811,41381,493,835,158,487,184,1771,0,139,276,131,1605,282,6508,119,524,249,3401,346,6485,278,1122,273,2588,300,359,25,85,300,555,949,36006,422,638,0,0,0,0,921,4648,227,496,701,2070,621,2011,60.917277486911,51.0246609124538,9.47985347985348,1.19666666666667,37.940990516333,NA,NA
2259,37862,"$75,000 under $100,000",497,1274,357,42682,404,27407,328,795,133,450,97,1729,27,107,393,106,2057,183,5661,39,202,158,3107,243,5039,204,1067,210,1980,223,336,0,0,206,471,495,30060,230,360,0,0,0,0,492,4240,127,423,339,1200,339,2011,85.8792756539235,67.8391089108911,9.42857142857143,1.5067264573991,60.7272727272727,NA,NA
2260,37862,"$100,000 under $200,000",432,1078,273,57486,361,33803,322,1134,171,827,119,2883,0,146,1982,94,2470,149,6132,32,131,137,2657,281,7578,247,1775,223,2607,261,531,33,154,231,648,431,44228,186,264,0,0,0,0,428,8139,168,1093,224,971,325,2011,133.069444444444,93.6371191135734,11.6905829596413,2.03448275862069,102.61716937355,NA,NA
2261,37862,"$200,000 or more",132,329,90,55681,99,21795,115,1710,70,1542,42,3782,0,70,3748,20,1162,33,1914,0,0,37,787,106,5237,101,2011,69,1214,96,426,20,390,83,307,132,48936,55,331,0,0,0,0,132,13347,59,1905,36,474,111,2011,421.825757575758,220.151515151515,17.5942028985507,4.4375,370.727272727273,NA,NA
2262,37863,Total,3208,7201,3207,85479,2832,65661,617,1272,176,443,379,3352,0,164,496,137,1544,332,5409,365,1483,254,2478,302,5784,218,1050,214,1885,242,345,29,75,239,421,1847,38781,697,530,907,1962,801,1735,1667,5757,278,691,2826,7015,1957,2011,26.6455735660848,23.1853813559322,8.80841121495327,1.42561983471074,20.9967514889009,2.16317530319735,2.16604244694132
2263,37863,"$1 under $25,000",2168,4380,2028,29177,1911,25259,246,291,53,112,225,1341,0,51,-12,42,165,130,1044,252,1011,46,81,62,866,37,117,40,280,44,55,0,0,45,56,889,5368,275,154,768,1668,683,1493,849,636,96,60,2002,4342,1244,2011,13.4580258302583,13.2176870748299,7,1.25,6.03824521934758,2.171875,2.18594436310395
2264,37863,"$25,000 under $50,000",677,1957,969,23488,620,19759,156,225,46,127,85,1125,0,36,60,38,304,91,1249,69,283,89,479,85,1178,48,117,56,428,55,67,29,75,62,82,596,9862,278,195,139,294,118,242,464,1157,78,123,587,1766,455,2011,34.6942392909897,31.8693548387097,7.64285714285714,1.21818181818182,16.5469798657718,2.11510791366906,2.05084745762712
2265,37863,"$50,000 under $75,000",192,466,123,11748,165,8785,89,319,46,68,49,433,0,26,-27,29,457,53,1049,21,67,51,705,66,1245,57,206,56,515,61,75,0,0,57,101,191,7388,84,112,0,0,0,0,184,952,41,116,144,427,130,2011,61.1875,53.2424242424242,9.19642857142857,1.22950819672131,38.6806282722513,NA,NA
2266,37863,"$75,000 under $100,000",86,202,42,7483,74,4993,60,193,0,0,0,0,0,22,-20,28,618,30,806,23,122,36,623,33,807,26,83,26,265,29,53,0,0,24,45,86,5311,25,36,0,0,0,0,85,780,31,100,51,215,61,2011,87.0116279069767,67.472972972973,10.1923076923077,1.82758620689655,61.7558139534884,NA,NA
2267,37863,"$100,000 under $200,000",85,196,45,13583,62,6865,66,244,31,136,20,453,0,29,495,0,0,28,1261,0,0,32,590,56,1688,50,527,36,397,53,95,0,0,51,137,85,10852,35,33,0,0,0,0,85,2232,32,292,42,265,67,2011,159.8,110.725806451613,11.0277777777778,1.79245283018868,127.670588235294,NA,NA
2268,37863,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
2269,37865,Total,9558,19406,5847,438013,7990,316766,3455,3860,1247,2787,1655,19629,164,927,2621,900,11909,2084,39643,849,4212,1282,13334,2183,41216,1698,8702,1820,15850,1974,2246,101,375,1868,3803,7181,274753,3088,3445,1886,3990,1643,3335,7063,45998,1318,4335,7863,19590,5158,2011,45.8268466206319,39.6453066332916,8.70879120879121,1.13779128672746,38.2611056955856,2.11558854718982,2.02982349360925
2270,37865,"$1 under $25,000",4078,5798,1529,50119,3134,36156,954,910,291,390,633,4535,52,224,-84,281,1709,613,5594,391,1880,180,321,257,3901,164,377,172,1316,208,201,23,34,214,256,1803,10641,473,170,1319,3013,1189,2584,2008,1646,296,220,3534,6330,2072,2011,12.2900931829328,11.5366943203574,7.65116279069767,0.966346153846154,5.9018302828619,2.28430629264594,2.17325483599664
2271,37865,"$25,000 under $50,000",2338,5178,1635,85098,2019,66808,781,687,277,489,409,3355,34,191,118,218,2065,525,8288,240,1278,481,2585,488,7434,338,951,381,2985,420,403,0,0,413,555,2245,41428,1056,934,567,977,454,751,1984,4681,289,375,2016,5529,1280,2011,36.3977758768178,33.0896483407628,7.83464566929134,0.95952380952381,18.4534521158129,1.72310405643739,1.65418502202643
2272,37865,"$50,000 under $75,000",1498,3906,1269,92435,1344,72478,686,743,228,435,277,2590,33,171,312,173,2627,411,8609,132,620,299,4273,518,8919,400,1524,457,3614,472,492,21,63,438,845,1489,58370,761,1129,0,0,0,0,1434,7358,277,609,1180,3395,849,2011,61.7056074766355,53.9270833333333,7.90809628008753,1.04237288135593,39.2008059100067,NA,NA
2273,37865,"$75,000 under $100,000",848,2284,694,72859,764,56236,468,500,210,437,159,1729,20,136,576,118,2082,279,7303,52,260,185,3437,386,7148,318,1603,344,2922,365,377,22,78,330,706,848,51915,416,698,0,0,0,0,843,7085,164,453,661,2181,491,2011,85.9186320754717,73.6073298429319,8.49418604651163,1.03287671232877,61.2205188679245,NA,NA
2274,37865,"$100,000 under $200,000",708,1991,639,90937,654,70321,494,831,206,694,146,3188,25,164,720,110,3426,232,8544,34,174,137,2718,461,10485,412,2708,409,4311,442,605,35,200,413,1198,708,70263,359,502,0,0,0,0,706,12426,243,1116,443,1914,405,2011,128.44209039548,107.524464831804,10.5403422982885,1.36877828054299,99.2415254237288,NA,NA
2275,37865,"$200,000 or more",88,249,81,46565,75,14767,72,189,35,342,31,4232,0,41,979,0,0,24,1305,0,0,0,0,73,3329,66,1539,57,702,67,168,0,0,60,243,88,42136,23,12,0,0,0,0,88,12802,49,1562,29,241,61,2011,529.147727272727,196.893333333333,12.3157894736842,2.50746268656716,478.818181818182,NA,NA
2276,37866,Total,665,1381,382,29318,513,18041,242,312,88,207,128,2234,61,112,119,81,1312,190,4863,62,328,129,1475,137,3211,110,489,112,1244,124,298,0,0,113,208,473,17608,182,163,172,349,146,302,489,2989,107,368,525,1437,392,2011,44.0872180451128,35.1676413255361,11.1071428571429,2.40322580645161,37.2262156448203,2.02906976744186,2.06849315068493
2277,37866,"$1 under $25,000",290,509,159,3621,218,2510,59,57,32,52,53,461,0,24,-5,0,0,48,456,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,681,27,7,130,272,110,241,137,128,28,24,243,510,160,2011,12.4862068965517,11.5137614678899,NA,NA,6.54807692307692,2.09230769230769,2.19090909090909
2278,37866,"$25,000 under $50,000",179,392,104,6466,146,4349,61,64,0,0,46,700,41,25,28,33,293,49,1012,40,228,57,279,45,734,33,41,35,268,38,63,0,0,38,45,175,3082,76,58,42,77,36,61,158,371,21,43,151,430,111,2011,36.122905027933,29.7876712328767,7.65714285714286,1.65789473684211,17.6114285714286,1.83333333333333,1.69444444444444
2279,37866,"$50,000 under $75,000",90,219,59,5503,64,3039,50,93,25,27,0,0,20,35,60,25,452,61,1724,0,0,37,530,31,653,42,154,26,208,28,63,0,0,29,49,89,3407,40,48,0,0,0,0,89,445,34,78,65,195,56,2011,61.1444444444444,47.484375,8,2.25,38.2808988764045,NA,NA
2280,37866,"$75,000 under $100,000",43,129,60,3612,38,2234,23,21,0,0,29,1073,0,0,0,23,567,0,0,0,0,35,666,23,448,0,0,21,192,23,37,0,0,20,39,43,2455,39,50,0,0,0,0,43,310,0,0,30,101,26,2011,84,58.7894736842105,9.14285714285714,1.60869565217391,57.093023255814,NA,NA
2281,37866,"$100,000 under $200,000",63,132,0,10116,47,5909,49,77,31,128,0,0,0,28,36,0,0,32,1671,0,0,0,0,38,1376,35,294,30,576,35,135,0,0,26,75,62,7983,0,0,0,0,0,0,62,1735,24,223,36,201,39,2011,160.571428571429,125.723404255319,19.2,3.85714285714286,128.758064516129,NA,NA
2282,37866,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
2283,37869,Total,1696,3705,1250,49669,1318,38463,427,482,89,60,439,3009,247,157,170,84,691,267,4709,230,1286,163,1366,115,2005,60,225,72,500,91,95,0,0,98,135,1020,24467,470,437,686,1582,610,1295,1144,3375,166,348,1473,4231,1153,2011,29.2859669811321,29.1828528072838,6.94444444444444,1.04395604395604,23.9872549019608,2.30612244897959,2.12295081967213
2284,37869,"$1 under $25,000",960,1832,625,11548,656,7738,165,152,38,21,287,1944,94,57,76,33,177,108,1009,130,765,24,32,0,0,0,0,25,205,0,0,0,0,0,0,300,1498,97,25,529,1293,482,1059,493,426,69,50,840,2067,644,2011,12.0291666666667,11.7957317073171,8.2,NA,4.99333333333333,2.44423440453686,2.19709543568465
2285,37869,"$25,000 under $50,000",430,1045,365,15311,383,12902,116,186,29,14,82,239,69,45,38,26,198,77,1447,73,410,70,338,42,592,32,110,0,0,33,31,0,0,40,36,414,7181,222,180,157,289,128,236,347,742,40,55,388,1287,290,2011,35.606976744186,33.6866840731071,NA,0.939393939393939,17.3454106280193,1.84076433121019,1.84375
2286,37869,"$50,000 under $75,000",190,505,160,11593,177,9884,74,103,0,0,40,271,49,27,17,25,316,46,991,27,111,39,420,37,634,0,0,20,105,26,16,0,0,29,43,190,7427,98,143,0,0,0,0,188,900,27,65,162,533,133,2011,61.0157894736842,55.8418079096045,5.25,0.615384615384615,39.0894736842105,NA,NA
2287,37869,"$75,000 under $100,000",78,218,66,6645,70,4826,44,10,22,25,30,555,35,28,39,0,0,36,1262,0,0,30,576,36,779,28,115,27,190,32,48,0,0,29,56,78,4781,53,89,0,0,0,0,78,678,30,178,62,237,55,2011,85.1923076923077,68.9428571428571,7.03703703703704,1.5,61.2948717948718,NA,NA
2288,37869,"$100,000 under $200,000",38,105,34,4572,32,3113,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3580,0,0,0,0,0,0,38,629,0,0,21,107,31,2011,120.315789473684,97.28125,NA,NA,94.2105263157895,NA,NA
2289,37869,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
2290,37870,Total,1562,3325,1014,58589,1254,43230,460,680,136,270,279,2397,127,156,16,122,873,350,6142,168,915,224,1929,234,4438,164,683,165,1327,189,257,63,253,148,252,1082,32836,446,438,413,930,362,776,1110,4943,175,270,1320,3532,1093,2011,37.5089628681178,34.4736842105263,8.04242424242424,1.35978835978836,30.3475046210721,2.25181598062954,2.14364640883978
2291,37870,"$1 under $25,000",735,1297,384,9264,511,5887,156,190,41,68,148,1072,47,45,24,45,222,136,1537,82,488,31,54,26,434,0,0,0,0,0,0,0,0,0,0,271,1512,75,23,308,729,270,609,364,310,60,48,630,1345,497,2011,12.6040816326531,11.5205479452055,NA,NA,5.57933579335793,2.36688311688312,2.25555555555556
2292,37870,"$25,000 under $50,000",411,964,314,14815,365,11568,113,101,30,60,67,548,29,42,-9,37,292,95,1702,50,262,96,485,55,945,52,159,53,436,57,80,28,72,53,70,395,6882,179,142,105,201,92,167,342,771,41,48,365,1071,283,2011,36.0462287104623,31.6931506849315,8.22641509433962,1.40350877192982,17.4227848101266,1.91428571428571,1.81521739130435
2293,37870,"$50,000 under $75,000",246,627,192,15109,224,12255,100,269,44,79,38,327,30,33,6,40,359,58,1349,36,165,59,723,68,1249,46,166,49,369,53,59,0,0,66,110,246,9616,126,185,0,0,0,0,234,1176,38,78,202,662,182,2011,61.4186991869919,54.7098214285714,7.53061224489796,1.11320754716981,39.0894308943089,NA,NA
2294,37870,"$75,000 under $100,000",101,252,68,8773,93,7082,52,62,0,0,26,450,21,36,-5,0,0,35,755,0,0,38,667,36,740,28,137,26,233,31,43,35,181,0,0,101,6378,37,56,0,0,0,0,101,931,36,96,81,289,72,2011,86.8613861386139,76.1505376344086,8.96153846153846,1.38709677419355,63.1485148514851,NA,NA
2295,37870,"$100,000 under $200,000",69,185,56,10628,61,6438,39,58,21,63,0,0,0,0,0,0,0,26,799,0,0,0,0,49,1070,38,221,37,289,48,75,0,0,29,72,69,8448,29,32,0,0,0,0,69,1755,0,0,42,165,59,2011,154.028985507246,105.540983606557,7.81081081081081,1.5625,122.434782608696,NA,NA
2296,37870,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,NA,NA,NA,NA,NA,NA,NA
2297,37871,Total,3791,8142,2843,150894,3254,119430,1034,1277,322,757,575,5297,121,263,345,277,3218,734,11772,374,2098,437,4356,639,12470,461,2707,512,4295,569,787,26,70,548,1086,2728,87678,1182,1184,965,2177,855,1887,2605,13303,389,870,3283,8842,2140,2011,39.8032181482458,36.7025199754149,8.388671875,1.38312829525483,32.1400293255132,2.2559585492228,2.20701754385965
2298,37871,"$1 under $25,000",1720,2758,907,21140,1365,15793,278,293,83,167,244,1833,29,68,-43,87,413,235,1920,178,917,56,82,76,1086,42,90,46,316,56,68,0,0,58,53,707,4000,191,57,682,1630,617,1443,785,635,105,73,1536,3140,915,2011,12.2906976744186,11.5699633699634,6.8695652173913,1.21428571428571,5.65770862800566,2.3900293255132,2.3387358184765
2299,37871,"$25,000 under $50,000",1034,2545,1010,37456,931,30726,262,208,65,62,157,1482,31,57,3,67,607,209,3034,111,665,178,944,155,2299,91,324,124,857,130,135,0,0,138,199,986,17847,482,380,283,547,238,444,806,2033,87,144,940,2957,614,2011,36.2243713733075,33.0032223415682,6.91129032258065,1.03846153846154,18.1004056795132,1.93286219081272,1.86554621848739
2300,37871,"$50,000 under $75,000",546,1442,468,33363,506,27447,201,218,51,57,85,553,37,44,75,52,672,140,2506,53,286,104,1393,164,3218,116,472,137,1087,149,170,26,70,140,248,545,20874,277,399,0,0,0,0,526,2522,83,125,454,1361,315,2011,61.1043956043956,54.2430830039526,7.93430656934307,1.14093959731544,38.3009174311927,NA,NA
2301,37871,"$75,000 under $100,000",263,735,231,22649,239,18043,130,96,48,51,40,348,0,26,98,31,593,81,2032,32,230,55,1064,108,2178,91,427,95,838,102,145,0,0,91,222,262,15879,127,208,0,0,0,0,260,2111,56,130,201,728,146,2011,86.1178707224335,75.4937238493724,8.82105263157895,1.42156862745098,60.6068702290076,NA,NA
